gene	length	distribution
2026	6	(prob=0.0004,cumulative=0.6246)
2027	1	(prob=0.0001,cumulative=0.6247)
2028	5	(prob=0.0003,cumulative=0.6250)
2029	5	(prob=0.0003,cumulative=0.6253)
2030	3	(prob=0.0002,cumulative=0.6254)
2031	5	(prob=0.0003,cumulative=0.6257)
2032	5	(prob=0.0003,cumulative=0.6260)
2033	4	(prob=0.0002,cumulative=0.6263)
2034	5	(prob=0.0003,cumulative=0.6266)
2035	3	(prob=0.0002,cumulative=0.6267)
2036	2	(prob=0.0001,cumulative=0.6269)
2037	2	(prob=0.0001,cumulative=0.6270)
2038	2	(prob=0.0001,cumulative=0.6271)
2039	6	(prob=0.0004,cumulative=0.6274)
2040	3	(prob=0.0002,cumulative=0.6276)
2041	2	(prob=0.0001,cumulative=0.6277)
2042	2	(prob=0.0001,cumulative=0.6279)
2043	5	(prob=0.0003,cumulative=0.6282)
2045	4	(prob=0.0002,cumulative=0.6284)
2046	6	(prob=0.0004,cumulative=0.6287)
2047	1	(prob=0.0001,cumulative=0.6288)
2048	3	(prob=0.0002,cumulative=0.6290)
2049	4	(prob=0.0002,cumulative=0.6292)
2050	6	(prob=0.0004,cumulative=0.6296)
2051	6	(prob=0.0004,cumulative=0.6299)
2052	5	(prob=0.0003,cumulative=0.6302)
2053	4	(prob=0.0002,cumulative=0.6305)
2054	2	(prob=0.0001,cumulative=0.6306)
2055	5	(prob=0.0003,cumulative=0.6309)
2056	2	(prob=0.0001,cumulative=0.6310)
2057	3	(prob=0.0002,cumulative=0.6312)
2058	4	(prob=0.0002,cumulative=0.6314)
2059	1	(prob=0.0001,cumulative=0.6315)
2060	4	(prob=0.0002,cumulative=0.6317)
2061	2	(prob=0.0001,cumulative=0.6318)
2062	4	(prob=0.0002,cumulative=0.6320)
2063	3	(prob=0.0002,cumulative=0.6322)
2064	2	(prob=0.0001,cumulative=0.6323)
2065	2	(prob=0.0001,cumulative=0.6325)
2066	2	(prob=0.0001,cumulative=0.6326)
2067	4	(prob=0.0002,cumulative=0.6328)
2068	4	(prob=0.0002,cumulative=0.6331)
2070	3	(prob=0.0002,cumulative=0.6332)
2071	1	(prob=0.0001,cumulative=0.6333)
2072	4	(prob=0.0002,cumulative=0.6335)
2073	1	(prob=0.0001,cumulative=0.6336)
2074	3	(prob=0.0002,cumulative=0.6338)
2075	3	(prob=0.0002,cumulative=0.6339)
2076	2	(prob=0.0001,cumulative=0.6341)
2077	4	(prob=0.0002,cumulative=0.6343)
2078	3	(prob=0.0002,cumulative=0.6345)
2079	1	(prob=0.0001,cumulative=0.6345)
2080	2	(prob=0.0001,cumulative=0.6346)
2081	1	(prob=0.0001,cumulative=0.6347)
2083	2	(prob=0.0001,cumulative=0.6348)
2084	5	(prob=0.0003,cumulative=0.6351)
2085	4	(prob=0.0002,cumulative=0.6354)
2086	2	(prob=0.0001,cumulative=0.6355)
2087	3	(prob=0.0002,cumulative=0.6356)
2088	2	(prob=0.0001,cumulative=0.6358)
2089	3	(prob=0.0002,cumulative=0.6359)
2091	2	(prob=0.0001,cumulative=0.6361)
2092	4	(prob=0.0002,cumulative=0.6363)
2093	4	(prob=0.0002,cumulative=0.6365)
2095	1	(prob=0.0001,cumulative=0.6366)
2096	1	(prob=0.0001,cumulative=0.6366)
2097	5	(prob=0.0003,cumulative=0.6369)
2098	2	(prob=0.0001,cumulative=0.6371)
2099	3	(prob=0.0002,cumulative=0.6372)
2100	5	(prob=0.0003,cumulative=0.6375)
2101	2	(prob=0.0001,cumulative=0.6377)
2102	2	(prob=0.0001,cumulative=0.6378)
2103	1	(prob=0.0001,cumulative=0.6378)
2104	1	(prob=0.0001,cumulative=0.6379)
2106	1	(prob=0.0001,cumulative=0.6379)
2107	3	(prob=0.0002,cumulative=0.6381)
2109	3	(prob=0.0002,cumulative=0.6383)
2110	3	(prob=0.0002,cumulative=0.6385)
2111	2	(prob=0.0001,cumulative=0.6386)
2112	5	(prob=0.0003,cumulative=0.6389)
2113	4	(prob=0.0002,cumulative=0.6391)
2114	3	(prob=0.0002,cumulative=0.6393)
2115	4	(prob=0.0002,cumulative=0.6395)
2116	5	(prob=0.0003,cumulative=0.6398)
2117	1	(prob=0.0001,cumulative=0.6399)
2118	1	(prob=0.0001,cumulative=0.6400)
2119	1	(prob=0.0001,cumulative=0.6400)
2120	4	(prob=0.0002,cumulative=0.6402)
2121	2	(prob=0.0001,cumulative=0.6404)
2122	3	(prob=0.0002,cumulative=0.6405)
2123	6	(prob=0.0004,cumulative=0.6409)
2124	2	(prob=0.0001,cumulative=0.6410)
2125	3	(prob=0.0002,cumulative=0.6412)
2126	5	(prob=0.0003,cumulative=0.6415)
2127	3	(prob=0.0002,cumulative=0.6417)
2128	5	(prob=0.0003,cumulative=0.6420)
2129	4	(prob=0.0002,cumulative=0.6422)
2130	4	(prob=0.0002,cumulative=0.6424)
2131	3	(prob=0.0002,cumulative=0.6426)
2132	3	(prob=0.0002,cumulative=0.6428)
2133	3	(prob=0.0002,cumulative=0.6430)
2134	2	(prob=0.0001,cumulative=0.6431)
2135	3	(prob=0.0002,cumulative=0.6433)
2136	6	(prob=0.0004,cumulative=0.6436)
2137	2	(prob=0.0001,cumulative=0.6437)
2138	2	(prob=0.0001,cumulative=0.6438)
2139	5	(prob=0.0003,cumulative=0.6441)
2141	4	(prob=0.0002,cumulative=0.6444)
2142	4	(prob=0.0002,cumulative=0.6446)
2143	2	(prob=0.0001,cumulative=0.6447)
2144	4	(prob=0.0002,cumulative=0.6450)
2145	7	(prob=0.0004,cumulative=0.6454)
2146	6	(prob=0.0004,cumulative=0.6457)
2147	2	(prob=0.0001,cumulative=0.6458)
2148	3	(prob=0.0002,cumulative=0.6460)
2149	3	(prob=0.0002,cumulative=0.6462)
2150	1	(prob=0.0001,cumulative=0.6463)
2151	1	(prob=0.0001,cumulative=0.6463)
2152	2	(prob=0.0001,cumulative=0.6464)
2153	3	(prob=0.0002,cumulative=0.6466)
2154	4	(prob=0.0002,cumulative=0.6469)
2155	3	(prob=0.0002,cumulative=0.6470)
2156	4	(prob=0.0002,cumulative=0.6473)
2157	1	(prob=0.0001,cumulative=0.6473)
2158	2	(prob=0.0001,cumulative=0.6474)
2159	1	(prob=0.0001,cumulative=0.6475)
2160	1	(prob=0.0001,cumulative=0.6476)
2161	6	(prob=0.0004,cumulative=0.6479)
2162	2	(prob=0.0001,cumulative=0.6480)
2163	2	(prob=0.0001,cumulative=0.6481)
2164	4	(prob=0.0002,cumulative=0.6484)
2165	2	(prob=0.0001,cumulative=0.6485)
2166	6	(prob=0.0004,cumulative=0.6489)
2167	2	(prob=0.0001,cumulative=0.6490)
2168	5	(prob=0.0003,cumulative=0.6493)
2169	1	(prob=0.0001,cumulative=0.6493)
2170	2	(prob=0.0001,cumulative=0.6494)
2172	4	(prob=0.0002,cumulative=0.6497)
2173	2	(prob=0.0001,cumulative=0.6498)
2174	2	(prob=0.0001,cumulative=0.6499)
2175	3	(prob=0.0002,cumulative=0.6501)
2176	2	(prob=0.0001,cumulative=0.6502)
2177	5	(prob=0.0003,cumulative=0.6505)
2179	1	(prob=0.0001,cumulative=0.6506)
2180	3	(prob=0.0002,cumulative=0.6507)
2181	1	(prob=0.0001,cumulative=0.6508)
2182	3	(prob=0.0002,cumulative=0.6510)
2183	5	(prob=0.0003,cumulative=0.6513)
2184	1	(prob=0.0001,cumulative=0.6513)
2185	2	(prob=0.0001,cumulative=0.6515)
2186	1	(prob=0.0001,cumulative=0.6515)
2187	1	(prob=0.0001,cumulative=0.6516)
2188	2	(prob=0.0001,cumulative=0.6517)
2189	2	(prob=0.0001,cumulative=0.6518)
2190	4	(prob=0.0002,cumulative=0.6520)
2191	6	(prob=0.0004,cumulative=0.6524)
2192	6	(prob=0.0004,cumulative=0.6527)
2193	7	(prob=0.0004,cumulative=0.6532)
2194	3	(prob=0.0002,cumulative=0.6533)
2195	4	(prob=0.0002,cumulative=0.6536)
2196	2	(prob=0.0001,cumulative=0.6537)
2197	5	(prob=0.0003,cumulative=0.6540)
2198	2	(prob=0.0001,cumulative=0.6541)
2199	3	(prob=0.0002,cumulative=0.6543)
2200	1	(prob=0.0001,cumulative=0.6543)
2201	3	(prob=0.0002,cumulative=0.6545)
2202	2	(prob=0.0001,cumulative=0.6546)
2203	4	(prob=0.0002,cumulative=0.6549)
2204	5	(prob=0.0003,cumulative=0.6552)
2205	4	(prob=0.0002,cumulative=0.6554)
2206	4	(prob=0.0002,cumulative=0.6556)
2207	4	(prob=0.0002,cumulative=0.6559)
2208	4	(prob=0.0002,cumulative=0.6561)
2210	5	(prob=0.0003,cumulative=0.6564)
2211	2	(prob=0.0001,cumulative=0.6565)
2212	3	(prob=0.0002,cumulative=0.6567)
2213	6	(prob=0.0004,cumulative=0.6571)
2214	4	(prob=0.0002,cumulative=0.6573)
2215	2	(prob=0.0001,cumulative=0.6574)
2216	4	(prob=0.0002,cumulative=0.6576)
2217	2	(prob=0.0001,cumulative=0.6578)
2218	3	(prob=0.0002,cumulative=0.6579)
2219	4	(prob=0.0002,cumulative=0.6582)
2221	1	(prob=0.0001,cumulative=0.6582)
2224	4	(prob=0.0002,cumulative=0.6585)
2225	4	(prob=0.0002,cumulative=0.6587)
2226	3	(prob=0.0002,cumulative=0.6589)
2227	5	(prob=0.0003,cumulative=0.6592)
2228	2	(prob=0.0001,cumulative=0.6593)
2229	2	(prob=0.0001,cumulative=0.6594)
2230	4	(prob=0.0002,cumulative=0.6596)
2232	5	(prob=0.0003,cumulative=0.6599)
2233	2	(prob=0.0001,cumulative=0.6601)
2234	2	(prob=0.0001,cumulative=0.6602)
2235	1	(prob=0.0001,cumulative=0.6602)
2236	3	(prob=0.0002,cumulative=0.6604)
2237	5	(prob=0.0003,cumulative=0.6607)
2238	3	(prob=0.0002,cumulative=0.6609)
2239	4	(prob=0.0002,cumulative=0.6611)
2240	4	(prob=0.0002,cumulative=0.6614)
2241	3	(prob=0.0002,cumulative=0.6615)
2242	6	(prob=0.0004,cumulative=0.6619)
2243	1	(prob=0.0001,cumulative=0.6619)
2244	2	(prob=0.0001,cumulative=0.6621)
2245	4	(prob=0.0002,cumulative=0.6623)
2246	4	(prob=0.0002,cumulative=0.6625)
2247	3	(prob=0.0002,cumulative=0.6627)
2249	7	(prob=0.0004,cumulative=0.6631)
2250	2	(prob=0.0001,cumulative=0.6632)
2251	2	(prob=0.0001,cumulative=0.6634)
2252	3	(prob=0.0002,cumulative=0.6635)
2253	3	(prob=0.0002,cumulative=0.6637)
2254	4	(prob=0.0002,cumulative=0.6640)
2255	2	(prob=0.0001,cumulative=0.6641)
2256	1	(prob=0.0001,cumulative=0.6641)
2257	3	(prob=0.0002,cumulative=0.6643)
2258	3	(prob=0.0002,cumulative=0.6645)
2259	1	(prob=0.0001,cumulative=0.6645)
2260	3	(prob=0.0002,cumulative=0.6647)
2261	4	(prob=0.0002,cumulative=0.6650)
2262	4	(prob=0.0002,cumulative=0.6652)
2263	6	(prob=0.0004,cumulative=0.6655)
2264	3	(prob=0.0002,cumulative=0.6657)
2265	3	(prob=0.0002,cumulative=0.6659)
2266	2	(prob=0.0001,cumulative=0.6660)
2267	1	(prob=0.0001,cumulative=0.6661)
2268	7	(prob=0.0004,cumulative=0.6665)
2270	5	(prob=0.0003,cumulative=0.6668)
2271	5	(prob=0.0003,cumulative=0.6671)
2272	1	(prob=0.0001,cumulative=0.6671)
2273	3	(prob=0.0002,cumulative=0.6673)
2274	5	(prob=0.0003,cumulative=0.6676)
2275	1	(prob=0.0001,cumulative=0.6677)
2276	4	(prob=0.0002,cumulative=0.6679)
2277	5	(prob=0.0003,cumulative=0.6682)
2278	2	(prob=0.0001,cumulative=0.6683)
2279	2	(prob=0.0001,cumulative=0.6684)
2280	2	(prob=0.0001,cumulative=0.6686)
2281	1	(prob=0.0001,cumulative=0.6686)
2282	2	(prob=0.0001,cumulative=0.6687)
2283	3	(prob=0.0002,cumulative=0.6689)
2284	1	(prob=0.0001,cumulative=0.6690)
2285	4	(prob=0.0002,cumulative=0.6692)
2286	3	(prob=0.0002,cumulative=0.6694)
2287	2	(prob=0.0001,cumulative=0.6695)
2288	2	(prob=0.0001,cumulative=0.6696)
2289	4	(prob=0.0002,cumulative=0.6699)
2290	3	(prob=0.0002,cumulative=0.6700)
2291	3	(prob=0.0002,cumulative=0.6702)
2292	1	(prob=0.0001,cumulative=0.6703)
2293	2	(prob=0.0001,cumulative=0.6704)
2294	5	(prob=0.0003,cumulative=0.6707)
2295	2	(prob=0.0001,cumulative=0.6708)
2296	3	(prob=0.0002,cumulative=0.6710)
2297	3	(prob=0.0002,cumulative=0.6711)
2298	2	(prob=0.0001,cumulative=0.6713)
2299	2	(prob=0.0001,cumulative=0.6714)
2300	2	(prob=0.0001,cumulative=0.6715)
2301	5	(prob=0.0003,cumulative=0.6718)
2303	2	(prob=0.0001,cumulative=0.6719)
2304	1	(prob=0.0001,cumulative=0.6720)
2305	6	(prob=0.0004,cumulative=0.6723)
2306	3	(prob=0.0002,cumulative=0.6725)
2307	2	(prob=0.0001,cumulative=0.6726)
2308	3	(prob=0.0002,cumulative=0.6728)
2309	3	(prob=0.0002,cumulative=0.6730)
2311	7	(prob=0.0004,cumulative=0.6734)
2312	3	(prob=0.0002,cumulative=0.6736)
2313	2	(prob=0.0001,cumulative=0.6737)
2314	5	(prob=0.0003,cumulative=0.6740)
2315	2	(prob=0.0001,cumulative=0.6741)
2317	2	(prob=0.0001,cumulative=0.6742)
2318	2	(prob=0.0001,cumulative=0.6743)
2319	5	(prob=0.0003,cumulative=0.6746)
2320	4	(prob=0.0002,cumulative=0.6749)
2321	5	(prob=0.0003,cumulative=0.6752)
2322	2	(prob=0.0001,cumulative=0.6753)
2323	3	(prob=0.0002,cumulative=0.6755)
2324	3	(prob=0.0002,cumulative=0.6756)
2325	1	(prob=0.0001,cumulative=0.6757)
2326	4	(prob=0.0002,cumulative=0.6759)
2327	3	(prob=0.0002,cumulative=0.6761)
2328	2	(prob=0.0001,cumulative=0.6762)
2329	5	(prob=0.0003,cumulative=0.6765)
2330	3	(prob=0.0002,cumulative=0.6767)
2331	5	(prob=0.0003,cumulative=0.6770)
2332	2	(prob=0.0001,cumulative=0.6771)
2333	4	(prob=0.0002,cumulative=0.6773)
2334	1	(prob=0.0001,cumulative=0.6774)
2336	3	(prob=0.0002,cumulative=0.6776)
2337	9	(prob=0.0005,cumulative=0.6781)
2338	2	(prob=0.0001,cumulative=0.6782)
2339	2	(prob=0.0001,cumulative=0.6783)
2340	2	(prob=0.0001,cumulative=0.6785)
2341	4	(prob=0.0002,cumulative=0.6787)
2342	1	(prob=0.0001,cumulative=0.6788)
2343	2	(prob=0.0001,cumulative=0.6789)
2344	3	(prob=0.0002,cumulative=0.6791)
2345	3	(prob=0.0002,cumulative=0.6792)
2346	5	(prob=0.0003,cumulative=0.6795)
2347	2	(prob=0.0001,cumulative=0.6796)
2348	6	(prob=0.0004,cumulative=0.6800)
2349	6	(prob=0.0004,cumulative=0.6803)
2350	3	(prob=0.0002,cumulative=0.6805)
2351	1	(prob=0.0001,cumulative=0.6806)
2352	4	(prob=0.0002,cumulative=0.6808)
2353	3	(prob=0.0002,cumulative=0.6810)
2354	1	(prob=0.0001,cumulative=0.6811)
2355	3	(prob=0.0002,cumulative=0.6812)
2356	1	(prob=0.0001,cumulative=0.6813)
2357	4	(prob=0.0002,cumulative=0.6815)
2358	3	(prob=0.0002,cumulative=0.6817)
2359	1	(prob=0.0001,cumulative=0.6818)
2361	1	(prob=0.0001,cumulative=0.6818)
2362	1	(prob=0.0001,cumulative=0.6819)
2364	3	(prob=0.0002,cumulative=0.6821)
2365	2	(prob=0.0001,cumulative=0.6822)
2366	3	(prob=0.0002,cumulative=0.6824)
2367	2	(prob=0.0001,cumulative=0.6825)
2368	1	(prob=0.0001,cumulative=0.6825)
2369	6	(prob=0.0004,cumulative=0.6829)
2370	1	(prob=0.0001,cumulative=0.6829)
2371	4	(prob=0.0002,cumulative=0.6832)
2372	4	(prob=0.0002,cumulative=0.6834)
2373	3	(prob=0.0002,cumulative=0.6836)
2374	6	(prob=0.0004,cumulative=0.6839)
2375	3	(prob=0.0002,cumulative=0.6841)
2376	2	(prob=0.0001,cumulative=0.6842)
2377	3	(prob=0.0002,cumulative=0.6844)
2378	1	(prob=0.0001,cumulative=0.6845)
2379	4	(prob=0.0002,cumulative=0.6847)
2380	3	(prob=0.0002,cumulative=0.6849)
2381	5	(prob=0.0003,cumulative=0.6852)
2382	3	(prob=0.0002,cumulative=0.6854)
2383	3	(prob=0.0002,cumulative=0.6855)
2384	1	(prob=0.0001,cumulative=0.6856)
2385	4	(prob=0.0002,cumulative=0.6858)
2386	2	(prob=0.0001,cumulative=0.6860)
2387	5	(prob=0.0003,cumulative=0.6862)
2388	4	(prob=0.0002,cumulative=0.6865)
2389	2	(prob=0.0001,cumulative=0.6866)
2390	4	(prob=0.0002,cumulative=0.6868)
2391	2	(prob=0.0001,cumulative=0.6870)
2392	2	(prob=0.0001,cumulative=0.6871)
2393	3	(prob=0.0002,cumulative=0.6872)
2394	1	(prob=0.0001,cumulative=0.6873)
2395	2	(prob=0.0001,cumulative=0.6874)
2396	5	(prob=0.0003,cumulative=0.6877)
2397	2	(prob=0.0001,cumulative=0.6878)
2398	2	(prob=0.0001,cumulative=0.6880)
2399	4	(prob=0.0002,cumulative=0.6882)
2400	1	(prob=0.0001,cumulative=0.6883)
2401	1	(prob=0.0001,cumulative=0.6883)
2402	4	(prob=0.0002,cumulative=0.6885)
2403	1	(prob=0.0001,cumulative=0.6886)
2404	4	(prob=0.0002,cumulative=0.6888)
2405	2	(prob=0.0001,cumulative=0.6890)
2406	3	(prob=0.0002,cumulative=0.6891)
2407	2	(prob=0.0001,cumulative=0.6893)
2408	2	(prob=0.0001,cumulative=0.6894)
2409	2	(prob=0.0001,cumulative=0.6895)
2410	3	(prob=0.0002,cumulative=0.6897)
2411	2	(prob=0.0001,cumulative=0.6898)
2412	2	(prob=0.0001,cumulative=0.6899)
2413	5	(prob=0.0003,cumulative=0.6902)
2414	6	(prob=0.0004,cumulative=0.6906)
2415	1	(prob=0.0001,cumulative=0.6906)
2416	1	(prob=0.0001,cumulative=0.6907)
2417	2	(prob=0.0001,cumulative=0.6908)
2418	2	(prob=0.0001,cumulative=0.6909)
2419	2	(prob=0.0001,cumulative=0.6910)
2420	2	(prob=0.0001,cumulative=0.6911)
2421	3	(prob=0.0002,cumulative=0.6913)
2422	2	(prob=0.0001,cumulative=0.6914)
2423	3	(prob=0.0002,cumulative=0.6916)
2424	1	(prob=0.0001,cumulative=0.6917)
2425	3	(prob=0.0002,cumulative=0.6918)
2426	1	(prob=0.0001,cumulative=0.6919)
2427	6	(prob=0.0004,cumulative=0.6923)
2428	3	(prob=0.0002,cumulative=0.6924)
2430	2	(prob=0.0001,cumulative=0.6926)
2431	3	(prob=0.0002,cumulative=0.6927)
2432	2	(prob=0.0001,cumulative=0.6929)
2433	2	(prob=0.0001,cumulative=0.6930)
2434	3	(prob=0.0002,cumulative=0.6931)
2435	4	(prob=0.0002,cumulative=0.6934)
2436	2	(prob=0.0001,cumulative=0.6935)
2437	1	(prob=0.0001,cumulative=0.6936)
2438	2	(prob=0.0001,cumulative=0.6937)
2439	3	(prob=0.0002,cumulative=0.6939)
2440	1	(prob=0.0001,cumulative=0.6939)
2442	1	(prob=0.0001,cumulative=0.6940)
2443	3	(prob=0.0002,cumulative=0.6941)
2444	2	(prob=0.0001,cumulative=0.6943)
2446	1	(prob=0.0001,cumulative=0.6943)
2447	4	(prob=0.0002,cumulative=0.6946)
2448	4	(prob=0.0002,cumulative=0.6948)
2449	4	(prob=0.0002,cumulative=0.6950)
2450	3	(prob=0.0002,cumulative=0.6952)
2451	2	(prob=0.0001,cumulative=0.6953)
2452	3	(prob=0.0002,cumulative=0.6955)
2453	5	(prob=0.0003,cumulative=0.6958)
2454	3	(prob=0.0002,cumulative=0.6960)
2455	2	(prob=0.0001,cumulative=0.6961)
2456	1	(prob=0.0001,cumulative=0.6962)
2457	1	(prob=0.0001,cumulative=0.6962)
2458	2	(prob=0.0001,cumulative=0.6963)
2459	1	(prob=0.0001,cumulative=0.6964)
2462	4	(prob=0.0002,cumulative=0.6966)
2463	3	(prob=0.0002,cumulative=0.6968)
2464	1	(prob=0.0001,cumulative=0.6969)
2465	3	(prob=0.0002,cumulative=0.6970)
2466	2	(prob=0.0001,cumulative=0.6972)
2467	2	(prob=0.0001,cumulative=0.6973)
2468	2	(prob=0.0001,cumulative=0.6974)
2469	3	(prob=0.0002,cumulative=0.6976)
2470	3	(prob=0.0002,cumulative=0.6977)
2471	2	(prob=0.0001,cumulative=0.6979)
2472	4	(prob=0.0002,cumulative=0.6981)
2474	1	(prob=0.0001,cumulative=0.6982)
2475	4	(prob=0.0002,cumulative=0.6984)
2476	2	(prob=0.0001,cumulative=0.6985)
2477	1	(prob=0.0001,cumulative=0.6986)
2479	1	(prob=0.0001,cumulative=0.6986)
2480	4	(prob=0.0002,cumulative=0.6989)
2481	3	(prob=0.0002,cumulative=0.6990)
2482	1	(prob=0.0001,cumulative=0.6991)
2483	6	(prob=0.0004,cumulative=0.6995)
2484	3	(prob=0.0002,cumulative=0.6996)
2485	2	(prob=0.0001,cumulative=0.6998)
2486	2	(prob=0.0001,cumulative=0.6999)
2487	2	(prob=0.0001,cumulative=0.7000)
2488	2	(prob=0.0001,cumulative=0.7001)
2489	5	(prob=0.0003,cumulative=0.7004)
2490	5	(prob=0.0003,cumulative=0.7007)
2491	2	(prob=0.0001,cumulative=0.7008)
2492	2	(prob=0.0001,cumulative=0.7009)
2493	5	(prob=0.0003,cumulative=0.7012)
2494	3	(prob=0.0002,cumulative=0.7014)
2495	4	(prob=0.0002,cumulative=0.7016)
2496	3	(prob=0.0002,cumulative=0.7018)
2497	1	(prob=0.0001,cumulative=0.7019)
2498	1	(prob=0.0001,cumulative=0.7019)
2499	1	(prob=0.0001,cumulative=0.7020)
2501	1	(prob=0.0001,cumulative=0.7021)
2502	2	(prob=0.0001,cumulative=0.7022)
2503	3	(prob=0.0002,cumulative=0.7023)
2504	4	(prob=0.0002,cumulative=0.7026)
2505	1	(prob=0.0001,cumulative=0.7026)
2506	1	(prob=0.0001,cumulative=0.7027)
2507	6	(prob=0.0004,cumulative=0.7031)
2508	4	(prob=0.0002,cumulative=0.7033)
2509	2	(prob=0.0001,cumulative=0.7034)
2510	2	(prob=0.0001,cumulative=0.7035)
2511	1	(prob=0.0001,cumulative=0.7036)
2512	2	(prob=0.0001,cumulative=0.7037)
2514	2	(prob=0.0001,cumulative=0.7038)
2515	6	(prob=0.0004,cumulative=0.7042)
2516	2	(prob=0.0001,cumulative=0.7043)
2517	5	(prob=0.0003,cumulative=0.7046)
2520	4	(prob=0.0002,cumulative=0.7048)
2521	1	(prob=0.0001,cumulative=0.7049)
2522	3	(prob=0.0002,cumulative=0.7051)
2523	2	(prob=0.0001,cumulative=0.7052)
2524	3	(prob=0.0002,cumulative=0.7054)
2525	3	(prob=0.0002,cumulative=0.7055)
2526	2	(prob=0.0001,cumulative=0.7056)
2528	4	(prob=0.0002,cumulative=0.7059)
2529	3	(prob=0.0002,cumulative=0.7061)
2530	2	(prob=0.0001,cumulative=0.7062)
2531	1	(prob=0.0001,cumulative=0.7062)
2532	2	(prob=0.0001,cumulative=0.7064)
2533	3	(prob=0.0002,cumulative=0.7065)
2534	3	(prob=0.0002,cumulative=0.7067)
2535	1	(prob=0.0001,cumulative=0.7068)
2536	2	(prob=0.0001,cumulative=0.7069)
2537	3	(prob=0.0002,cumulative=0.7071)
2539	3	(prob=0.0002,cumulative=0.7072)
2540	2	(prob=0.0001,cumulative=0.7074)
2541	3	(prob=0.0002,cumulative=0.7075)
2542	1	(prob=0.0001,cumulative=0.7076)
2543	1	(prob=0.0001,cumulative=0.7077)
2544	4	(prob=0.0002,cumulative=0.7079)
2545	4	(prob=0.0002,cumulative=0.7081)
2546	1	(prob=0.0001,cumulative=0.7082)
2547	1	(prob=0.0001,cumulative=0.7082)
2548	2	(prob=0.0001,cumulative=0.7084)
2550	4	(prob=0.0002,cumulative=0.7086)
2551	4	(prob=0.0002,cumulative=0.7088)
2552	1	(prob=0.0001,cumulative=0.7089)
2553	4	(prob=0.0002,cumulative=0.7091)
2555	1	(prob=0.0001,cumulative=0.7092)
2556	1	(prob=0.0001,cumulative=0.7092)
2557	1	(prob=0.0001,cumulative=0.7093)
2558	2	(prob=0.0001,cumulative=0.7094)
2559	2	(prob=0.0001,cumulative=0.7095)
2560	1	(prob=0.0001,cumulative=0.7096)
2561	3	(prob=0.0002,cumulative=0.7098)
2562	3	(prob=0.0002,cumulative=0.7100)
2563	6	(prob=0.0004,cumulative=0.7103)
2564	1	(prob=0.0001,cumulative=0.7104)
2565	6	(prob=0.0004,cumulative=0.7107)
2566	2	(prob=0.0001,cumulative=0.7108)
2567	4	(prob=0.0002,cumulative=0.7111)
2569	4	(prob=0.0002,cumulative=0.7113)
2570	3	(prob=0.0002,cumulative=0.7115)
2571	4	(prob=0.0002,cumulative=0.7117)
2572	2	(prob=0.0001,cumulative=0.7118)
2573	2	(prob=0.0001,cumulative=0.7120)
2574	2	(prob=0.0001,cumulative=0.7121)
2575	4	(prob=0.0002,cumulative=0.7123)
2576	3	(prob=0.0002,cumulative=0.7125)
2577	2	(prob=0.0001,cumulative=0.7126)
2578	5	(prob=0.0003,cumulative=0.7129)
2579	1	(prob=0.0001,cumulative=0.7130)
2581	1	(prob=0.0001,cumulative=0.7130)
2582	2	(prob=0.0001,cumulative=0.7131)
2584	1	(prob=0.0001,cumulative=0.7132)
2586	1	(prob=0.0001,cumulative=0.7133)
2588	4	(prob=0.0002,cumulative=0.7135)
2589	4	(prob=0.0002,cumulative=0.7137)
2590	2	(prob=0.0001,cumulative=0.7138)
2591	2	(prob=0.0001,cumulative=0.7140)
2592	4	(prob=0.0002,cumulative=0.7142)
2593	3	(prob=0.0002,cumulative=0.7144)
2594	1	(prob=0.0001,cumulative=0.7144)
2595	4	(prob=0.0002,cumulative=0.7147)
2596	3	(prob=0.0002,cumulative=0.7149)
2597	2	(prob=0.0001,cumulative=0.7150)
2598	4	(prob=0.0002,cumulative=0.7152)
2599	5	(prob=0.0003,cumulative=0.7155)
2600	1	(prob=0.0001,cumulative=0.7156)
2601	5	(prob=0.0003,cumulative=0.7159)
2602	2	(prob=0.0001,cumulative=0.7160)
2603	6	(prob=0.0004,cumulative=0.7163)
2604	3	(prob=0.0002,cumulative=0.7165)
2605	1	(prob=0.0001,cumulative=0.7166)
2606	5	(prob=0.0003,cumulative=0.7169)
2607	3	(prob=0.0002,cumulative=0.7170)
2608	2	(prob=0.0001,cumulative=0.7172)
2609	4	(prob=0.0002,cumulative=0.7174)
2610	4	(prob=0.0002,cumulative=0.7176)
2611	1	(prob=0.0001,cumulative=0.7177)
2612	1	(prob=0.0001,cumulative=0.7177)
2614	6	(prob=0.0004,cumulative=0.7181)
2615	2	(prob=0.0001,cumulative=0.7182)
2616	2	(prob=0.0001,cumulative=0.7183)
2617	1	(prob=0.0001,cumulative=0.7184)
2618	2	(prob=0.0001,cumulative=0.7185)
2619	3	(prob=0.0002,cumulative=0.7187)
2620	2	(prob=0.0001,cumulative=0.7188)
2621	5	(prob=0.0003,cumulative=0.7191)
2622	3	(prob=0.0002,cumulative=0.7193)
2623	2	(prob=0.0001,cumulative=0.7194)
2624	4	(prob=0.0002,cumulative=0.7196)
2626	3	(prob=0.0002,cumulative=0.7198)
2627	2	(prob=0.0001,cumulative=0.7199)
2628	2	(prob=0.0001,cumulative=0.7200)
2629	2	(prob=0.0001,cumulative=0.7202)
