intron	length	distribution
3409	1	(prob=0.0000,cumulative=0.9938)
3427	1	(prob=0.0000,cumulative=0.9938)
3434	1	(prob=0.0000,cumulative=0.9938)
3440	1	(prob=0.0000,cumulative=0.9938)
3446	2	(prob=0.0000,cumulative=0.9938)
3457	1	(prob=0.0000,cumulative=0.9939)
3462	1	(prob=0.0000,cumulative=0.9939)
3463	1	(prob=0.0000,cumulative=0.9939)
3465	1	(prob=0.0000,cumulative=0.9939)
3470	2	(prob=0.0000,cumulative=0.9939)
3474	1	(prob=0.0000,cumulative=0.9939)
3476	2	(prob=0.0000,cumulative=0.9940)
3490	1	(prob=0.0000,cumulative=0.9940)
3512	2	(prob=0.0000,cumulative=0.9940)
3519	1	(prob=0.0000,cumulative=0.9940)
3520	1	(prob=0.0000,cumulative=0.9940)
3522	1	(prob=0.0000,cumulative=0.9940)
3524	1	(prob=0.0000,cumulative=0.9940)
3529	1	(prob=0.0000,cumulative=0.9940)
3534	1	(prob=0.0000,cumulative=0.9941)
3536	1	(prob=0.0000,cumulative=0.9941)
3537	1	(prob=0.0000,cumulative=0.9941)
3541	1	(prob=0.0000,cumulative=0.9941)
3549	1	(prob=0.0000,cumulative=0.9941)
3565	1	(prob=0.0000,cumulative=0.9941)
3567	1	(prob=0.0000,cumulative=0.9941)
3570	1	(prob=0.0000,cumulative=0.9941)
3574	1	(prob=0.0000,cumulative=0.9942)
3577	1	(prob=0.0000,cumulative=0.9942)
3585	1	(prob=0.0000,cumulative=0.9942)
3590	1	(prob=0.0000,cumulative=0.9942)
3593	1	(prob=0.0000,cumulative=0.9942)
3607	1	(prob=0.0000,cumulative=0.9942)
3609	1	(prob=0.0000,cumulative=0.9942)
3611	1	(prob=0.0000,cumulative=0.9942)
3613	1	(prob=0.0000,cumulative=0.9942)
3619	1	(prob=0.0000,cumulative=0.9943)
3622	1	(prob=0.0000,cumulative=0.9943)
3632	1	(prob=0.0000,cumulative=0.9943)
3637	1	(prob=0.0000,cumulative=0.9943)
3645	1	(prob=0.0000,cumulative=0.9943)
3646	1	(prob=0.0000,cumulative=0.9943)
3648	1	(prob=0.0000,cumulative=0.9943)
3651	2	(prob=0.0000,cumulative=0.9944)
3652	1	(prob=0.0000,cumulative=0.9944)
3653	1	(prob=0.0000,cumulative=0.9944)
3659	1	(prob=0.0000,cumulative=0.9944)
3661	1	(prob=0.0000,cumulative=0.9944)
3662	1	(prob=0.0000,cumulative=0.9944)
3664	1	(prob=0.0000,cumulative=0.9944)
3675	1	(prob=0.0000,cumulative=0.9944)
3678	3	(prob=0.0000,cumulative=0.9945)
3683	1	(prob=0.0000,cumulative=0.9945)
3684	1	(prob=0.0000,cumulative=0.9945)
3687	1	(prob=0.0000,cumulative=0.9945)
3689	1	(prob=0.0000,cumulative=0.9945)
3690	1	(prob=0.0000,cumulative=0.9945)
3691	1	(prob=0.0000,cumulative=0.9945)
3693	1	(prob=0.0000,cumulative=0.9946)
3696	2	(prob=0.0000,cumulative=0.9946)
3700	1	(prob=0.0000,cumulative=0.9946)
3706	1	(prob=0.0000,cumulative=0.9946)
3708	1	(prob=0.0000,cumulative=0.9946)
3731	1	(prob=0.0000,cumulative=0.9946)
3733	2	(prob=0.0000,cumulative=0.9947)
3737	1	(prob=0.0000,cumulative=0.9947)
3743	1	(prob=0.0000,cumulative=0.9947)
3748	1	(prob=0.0000,cumulative=0.9947)
3752	1	(prob=0.0000,cumulative=0.9947)
3758	1	(prob=0.0000,cumulative=0.9947)
3759	1	(prob=0.0000,cumulative=0.9947)
3760	1	(prob=0.0000,cumulative=0.9947)
3762	1	(prob=0.0000,cumulative=0.9948)
3766	1	(prob=0.0000,cumulative=0.9948)
3768	1	(prob=0.0000,cumulative=0.9948)
3769	1	(prob=0.0000,cumulative=0.9948)
3777	1	(prob=0.0000,cumulative=0.9948)
3779	1	(prob=0.0000,cumulative=0.9948)
3789	1	(prob=0.0000,cumulative=0.9948)
3791	1	(prob=0.0000,cumulative=0.9948)
3802	1	(prob=0.0000,cumulative=0.9948)
3807	1	(prob=0.0000,cumulative=0.9949)
3810	1	(prob=0.0000,cumulative=0.9949)
3811	1	(prob=0.0000,cumulative=0.9949)
3819	2	(prob=0.0000,cumulative=0.9949)
3821	1	(prob=0.0000,cumulative=0.9949)
3824	1	(prob=0.0000,cumulative=0.9949)
3825	1	(prob=0.0000,cumulative=0.9949)
3827	1	(prob=0.0000,cumulative=0.9950)
3832	1	(prob=0.0000,cumulative=0.9950)
3845	1	(prob=0.0000,cumulative=0.9950)
3857	1	(prob=0.0000,cumulative=0.9950)
3862	1	(prob=0.0000,cumulative=0.9950)
3866	2	(prob=0.0000,cumulative=0.9950)
3867	1	(prob=0.0000,cumulative=0.9950)
3868	1	(prob=0.0000,cumulative=0.9951)
3872	1	(prob=0.0000,cumulative=0.9951)
3873	1	(prob=0.0000,cumulative=0.9951)
3875	1	(prob=0.0000,cumulative=0.9951)
3879	1	(prob=0.0000,cumulative=0.9951)
3881	1	(prob=0.0000,cumulative=0.9951)
3883	1	(prob=0.0000,cumulative=0.9951)
3899	1	(prob=0.0000,cumulative=0.9951)
3903	1	(prob=0.0000,cumulative=0.9951)
3911	1	(prob=0.0000,cumulative=0.9952)
3912	2	(prob=0.0000,cumulative=0.9952)
3939	1	(prob=0.0000,cumulative=0.9952)
3952	1	(prob=0.0000,cumulative=0.9952)
3960	1	(prob=0.0000,cumulative=0.9952)
3969	1	(prob=0.0000,cumulative=0.9952)
3982	1	(prob=0.0000,cumulative=0.9952)
3985	1	(prob=0.0000,cumulative=0.9953)
3997	1	(prob=0.0000,cumulative=0.9953)
4001	1	(prob=0.0000,cumulative=0.9953)
4002	1	(prob=0.0000,cumulative=0.9953)
4008	1	(prob=0.0000,cumulative=0.9953)
4018	1	(prob=0.0000,cumulative=0.9953)
4022	1	(prob=0.0000,cumulative=0.9953)
4025	1	(prob=0.0000,cumulative=0.9953)
4027	1	(prob=0.0000,cumulative=0.9953)
4030	1	(prob=0.0000,cumulative=0.9954)
4037	2	(prob=0.0000,cumulative=0.9954)
4038	1	(prob=0.0000,cumulative=0.9954)
4039	1	(prob=0.0000,cumulative=0.9954)
4043	1	(prob=0.0000,cumulative=0.9954)
4060	2	(prob=0.0000,cumulative=0.9954)
4063	1	(prob=0.0000,cumulative=0.9955)
4067	1	(prob=0.0000,cumulative=0.9955)
4072	1	(prob=0.0000,cumulative=0.9955)
4073	1	(prob=0.0000,cumulative=0.9955)
4079	1	(prob=0.0000,cumulative=0.9955)
4087	1	(prob=0.0000,cumulative=0.9955)
4091	2	(prob=0.0000,cumulative=0.9955)
4100	3	(prob=0.0000,cumulative=0.9956)
4123	1	(prob=0.0000,cumulative=0.9956)
4149	1	(prob=0.0000,cumulative=0.9956)
4151	1	(prob=0.0000,cumulative=0.9956)
4156	1	(prob=0.0000,cumulative=0.9956)
4157	1	(prob=0.0000,cumulative=0.9956)
4160	2	(prob=0.0000,cumulative=0.9957)
4166	1	(prob=0.0000,cumulative=0.9957)
4168	1	(prob=0.0000,cumulative=0.9957)
4169	1	(prob=0.0000,cumulative=0.9957)
4194	1	(prob=0.0000,cumulative=0.9957)
4196	1	(prob=0.0000,cumulative=0.9957)
4199	1	(prob=0.0000,cumulative=0.9957)
4206	1	(prob=0.0000,cumulative=0.9957)
4212	1	(prob=0.0000,cumulative=0.9958)
4214	1	(prob=0.0000,cumulative=0.9958)
4217	1	(prob=0.0000,cumulative=0.9958)
4219	1	(prob=0.0000,cumulative=0.9958)
4220	1	(prob=0.0000,cumulative=0.9958)
4223	2	(prob=0.0000,cumulative=0.9958)
4227	1	(prob=0.0000,cumulative=0.9958)
4232	1	(prob=0.0000,cumulative=0.9959)
4233	1	(prob=0.0000,cumulative=0.9959)
4236	2	(prob=0.0000,cumulative=0.9959)
4238	1	(prob=0.0000,cumulative=0.9959)
4240	1	(prob=0.0000,cumulative=0.9959)
4248	1	(prob=0.0000,cumulative=0.9959)
4250	1	(prob=0.0000,cumulative=0.9959)
4254	1	(prob=0.0000,cumulative=0.9959)
4271	1	(prob=0.0000,cumulative=0.9960)
4291	1	(prob=0.0000,cumulative=0.9960)
4297	1	(prob=0.0000,cumulative=0.9960)
4299	1	(prob=0.0000,cumulative=0.9960)
4309	1	(prob=0.0000,cumulative=0.9960)
4328	1	(prob=0.0000,cumulative=0.9960)
4346	1	(prob=0.0000,cumulative=0.9960)
4348	1	(prob=0.0000,cumulative=0.9960)
4357	1	(prob=0.0000,cumulative=0.9961)
4359	2	(prob=0.0000,cumulative=0.9961)
4369	1	(prob=0.0000,cumulative=0.9961)
4371	1	(prob=0.0000,cumulative=0.9961)
4378	1	(prob=0.0000,cumulative=0.9961)
4394	1	(prob=0.0000,cumulative=0.9961)
4401	1	(prob=0.0000,cumulative=0.9961)
4413	1	(prob=0.0000,cumulative=0.9962)
4423	1	(prob=0.0000,cumulative=0.9962)
4442	1	(prob=0.0000,cumulative=0.9962)
4447	2	(prob=0.0000,cumulative=0.9962)
4448	3	(prob=0.0000,cumulative=0.9962)
4462	1	(prob=0.0000,cumulative=0.9962)
4465	1	(prob=0.0000,cumulative=0.9963)
4467	1	(prob=0.0000,cumulative=0.9963)
4468	1	(prob=0.0000,cumulative=0.9963)
4472	1	(prob=0.0000,cumulative=0.9963)
4485	1	(prob=0.0000,cumulative=0.9963)
4500	1	(prob=0.0000,cumulative=0.9963)
4534	2	(prob=0.0000,cumulative=0.9963)
4541	1	(prob=0.0000,cumulative=0.9964)
4543	1	(prob=0.0000,cumulative=0.9964)
4547	1	(prob=0.0000,cumulative=0.9964)
4571	1	(prob=0.0000,cumulative=0.9964)
4577	1	(prob=0.0000,cumulative=0.9964)
4583	1	(prob=0.0000,cumulative=0.9964)
4585	1	(prob=0.0000,cumulative=0.9964)
4597	2	(prob=0.0000,cumulative=0.9964)
4606	1	(prob=0.0000,cumulative=0.9965)
4670	1	(prob=0.0000,cumulative=0.9965)
4676	1	(prob=0.0000,cumulative=0.9965)
4677	1	(prob=0.0000,cumulative=0.9965)
4680	1	(prob=0.0000,cumulative=0.9965)
4705	1	(prob=0.0000,cumulative=0.9965)
4708	1	(prob=0.0000,cumulative=0.9965)
4713	1	(prob=0.0000,cumulative=0.9965)
4720	1	(prob=0.0000,cumulative=0.9966)
4725	1	(prob=0.0000,cumulative=0.9966)
4730	1	(prob=0.0000,cumulative=0.9966)
4733	1	(prob=0.0000,cumulative=0.9966)
4740	1	(prob=0.0000,cumulative=0.9966)
4766	1	(prob=0.0000,cumulative=0.9966)
4769	1	(prob=0.0000,cumulative=0.9966)
4772	1	(prob=0.0000,cumulative=0.9966)
4777	1	(prob=0.0000,cumulative=0.9967)
4786	1	(prob=0.0000,cumulative=0.9967)
4798	1	(prob=0.0000,cumulative=0.9967)
4806	1	(prob=0.0000,cumulative=0.9967)
4812	1	(prob=0.0000,cumulative=0.9967)
4818	1	(prob=0.0000,cumulative=0.9967)
4829	1	(prob=0.0000,cumulative=0.9967)
4832	1	(prob=0.0000,cumulative=0.9967)
4833	1	(prob=0.0000,cumulative=0.9967)
4834	1	(prob=0.0000,cumulative=0.9968)
4838	1	(prob=0.0000,cumulative=0.9968)
4840	1	(prob=0.0000,cumulative=0.9968)
4843	1	(prob=0.0000,cumulative=0.9968)
4844	1	(prob=0.0000,cumulative=0.9968)
4856	1	(prob=0.0000,cumulative=0.9968)
4859	1	(prob=0.0000,cumulative=0.9968)
4860	1	(prob=0.0000,cumulative=0.9968)
4881	1	(prob=0.0000,cumulative=0.9969)
4890	1	(prob=0.0000,cumulative=0.9969)
4893	1	(prob=0.0000,cumulative=0.9969)
4915	1	(prob=0.0000,cumulative=0.9969)
4921	1	(prob=0.0000,cumulative=0.9969)
4923	1	(prob=0.0000,cumulative=0.9969)
4934	1	(prob=0.0000,cumulative=0.9969)
4938	1	(prob=0.0000,cumulative=0.9969)
4949	1	(prob=0.0000,cumulative=0.9970)
4953	1	(prob=0.0000,cumulative=0.9970)
4957	1	(prob=0.0000,cumulative=0.9970)
4958	1	(prob=0.0000,cumulative=0.9970)
4970	1	(prob=0.0000,cumulative=0.9970)
4976	1	(prob=0.0000,cumulative=0.9970)
4980	1	(prob=0.0000,cumulative=0.9970)
4985	1	(prob=0.0000,cumulative=0.9970)
4986	1	(prob=0.0000,cumulative=0.9970)
4987	1	(prob=0.0000,cumulative=0.9971)
5007	1	(prob=0.0000,cumulative=0.9971)
5012	1	(prob=0.0000,cumulative=0.9971)
5018	1	(prob=0.0000,cumulative=0.9971)
5034	1	(prob=0.0000,cumulative=0.9971)
5040	1	(prob=0.0000,cumulative=0.9971)
5041	1	(prob=0.0000,cumulative=0.9971)
5047	1	(prob=0.0000,cumulative=0.9971)
5075	1	(prob=0.0000,cumulative=0.9972)
5097	1	(prob=0.0000,cumulative=0.9972)
5113	1	(prob=0.0000,cumulative=0.9972)
5122	1	(prob=0.0000,cumulative=0.9972)
5136	2	(prob=0.0000,cumulative=0.9972)
5154	1	(prob=0.0000,cumulative=0.9972)
5155	1	(prob=0.0000,cumulative=0.9972)
5159	1	(prob=0.0000,cumulative=0.9973)
5174	1	(prob=0.0000,cumulative=0.9973)
5179	1	(prob=0.0000,cumulative=0.9973)
5197	1	(prob=0.0000,cumulative=0.9973)
5219	1	(prob=0.0000,cumulative=0.9973)
5225	1	(prob=0.0000,cumulative=0.9973)
5248	1	(prob=0.0000,cumulative=0.9973)
5267	1	(prob=0.0000,cumulative=0.9973)
5274	1	(prob=0.0000,cumulative=0.9973)
5280	1	(prob=0.0000,cumulative=0.9974)
5303	1	(prob=0.0000,cumulative=0.9974)
5308	1	(prob=0.0000,cumulative=0.9974)
5346	2	(prob=0.0000,cumulative=0.9974)
5355	1	(prob=0.0000,cumulative=0.9974)
5361	1	(prob=0.0000,cumulative=0.9974)
5369	1	(prob=0.0000,cumulative=0.9974)
5403	1	(prob=0.0000,cumulative=0.9975)
5414	1	(prob=0.0000,cumulative=0.9975)
5437	1	(prob=0.0000,cumulative=0.9975)
5449	1	(prob=0.0000,cumulative=0.9975)
5458	1	(prob=0.0000,cumulative=0.9975)
5462	1	(prob=0.0000,cumulative=0.9975)
5465	1	(prob=0.0000,cumulative=0.9975)
5474	1	(prob=0.0000,cumulative=0.9975)
5520	1	(prob=0.0000,cumulative=0.9975)
5534	1	(prob=0.0000,cumulative=0.9976)
5547	1	(prob=0.0000,cumulative=0.9976)
5548	1	(prob=0.0000,cumulative=0.9976)
5562	1	(prob=0.0000,cumulative=0.9976)
5584	1	(prob=0.0000,cumulative=0.9976)
5627	1	(prob=0.0000,cumulative=0.9976)
5638	1	(prob=0.0000,cumulative=0.9976)
5640	1	(prob=0.0000,cumulative=0.9976)
5690	1	(prob=0.0000,cumulative=0.9977)
5698	1	(prob=0.0000,cumulative=0.9977)
5699	1	(prob=0.0000,cumulative=0.9977)
5700	1	(prob=0.0000,cumulative=0.9977)
5722	1	(prob=0.0000,cumulative=0.9977)
5752	2	(prob=0.0000,cumulative=0.9977)
5831	1	(prob=0.0000,cumulative=0.9977)
5837	2	(prob=0.0000,cumulative=0.9978)
5849	1	(prob=0.0000,cumulative=0.9978)
5881	1	(prob=0.0000,cumulative=0.9978)
5897	1	(prob=0.0000,cumulative=0.9978)
5956	1	(prob=0.0000,cumulative=0.9978)
5977	1	(prob=0.0000,cumulative=0.9978)
5997	1	(prob=0.0000,cumulative=0.9978)
6011	1	(prob=0.0000,cumulative=0.9978)
6021	1	(prob=0.0000,cumulative=0.9979)
6037	1	(prob=0.0000,cumulative=0.9979)
6047	1	(prob=0.0000,cumulative=0.9979)
6081	1	(prob=0.0000,cumulative=0.9979)
6108	1	(prob=0.0000,cumulative=0.9979)
6135	1	(prob=0.0000,cumulative=0.9979)
6166	1	(prob=0.0000,cumulative=0.9979)
6190	1	(prob=0.0000,cumulative=0.9979)
6247	1	(prob=0.0000,cumulative=0.9980)
6250	1	(prob=0.0000,cumulative=0.9980)
6269	1	(prob=0.0000,cumulative=0.9980)
6319	1	(prob=0.0000,cumulative=0.9980)
6330	1	(prob=0.0000,cumulative=0.9980)
6331	1	(prob=0.0000,cumulative=0.9980)
6343	1	(prob=0.0000,cumulative=0.9980)
6369	1	(prob=0.0000,cumulative=0.9980)
6388	1	(prob=0.0000,cumulative=0.9981)
6407	1	(prob=0.0000,cumulative=0.9981)
6410	1	(prob=0.0000,cumulative=0.9981)
6422	1	(prob=0.0000,cumulative=0.9981)
6442	1	(prob=0.0000,cumulative=0.9981)
6444	1	(prob=0.0000,cumulative=0.9981)
6460	1	(prob=0.0000,cumulative=0.9981)
6486	1	(prob=0.0000,cumulative=0.9981)
6490	1	(prob=0.0000,cumulative=0.9981)
6505	1	(prob=0.0000,cumulative=0.9982)
6507	1	(prob=0.0000,cumulative=0.9982)
6532	1	(prob=0.0000,cumulative=0.9982)
6535	1	(prob=0.0000,cumulative=0.9982)
6536	1	(prob=0.0000,cumulative=0.9982)
6539	1	(prob=0.0000,cumulative=0.9982)
6564	1	(prob=0.0000,cumulative=0.9982)
6574	1	(prob=0.0000,cumulative=0.9982)
6578	1	(prob=0.0000,cumulative=0.9983)
6584	1	(prob=0.0000,cumulative=0.9983)
6585	1	(prob=0.0000,cumulative=0.9983)
6586	1	(prob=0.0000,cumulative=0.9983)
6598	1	(prob=0.0000,cumulative=0.9983)
6602	1	(prob=0.0000,cumulative=0.9983)
6604	1	(prob=0.0000,cumulative=0.9983)
6610	1	(prob=0.0000,cumulative=0.9983)
6628	1	(prob=0.0000,cumulative=0.9984)
6639	1	(prob=0.0000,cumulative=0.9984)
6674	2	(prob=0.0000,cumulative=0.9984)
6685	1	(prob=0.0000,cumulative=0.9984)
6686	1	(prob=0.0000,cumulative=0.9984)
6715	1	(prob=0.0000,cumulative=0.9984)
6737	2	(prob=0.0000,cumulative=0.9984)
6738	1	(prob=0.0000,cumulative=0.9985)
6778	1	(prob=0.0000,cumulative=0.9985)
6786	1	(prob=0.0000,cumulative=0.9985)
6811	1	(prob=0.0000,cumulative=0.9985)
6844	1	(prob=0.0000,cumulative=0.9985)
6887	1	(prob=0.0000,cumulative=0.9985)
6895	1	(prob=0.0000,cumulative=0.9985)
6917	1	(prob=0.0000,cumulative=0.9985)
6953	1	(prob=0.0000,cumulative=0.9986)
6958	1	(prob=0.0000,cumulative=0.9986)
6963	1	(prob=0.0000,cumulative=0.9986)
6993	1	(prob=0.0000,cumulative=0.9986)
6994	1	(prob=0.0000,cumulative=0.9986)
6999	1	(prob=0.0000,cumulative=0.9986)
7062	1	(prob=0.0000,cumulative=0.9986)
7097	1	(prob=0.0000,cumulative=0.9986)
7104	1	(prob=0.0000,cumulative=0.9986)
7160	1	(prob=0.0000,cumulative=0.9987)
7179	2	(prob=0.0000,cumulative=0.9987)
7227	1	(prob=0.0000,cumulative=0.9987)
7233	1	(prob=0.0000,cumulative=0.9987)
7242	1	(prob=0.0000,cumulative=0.9987)
7251	1	(prob=0.0000,cumulative=0.9987)
7339	1	(prob=0.0000,cumulative=0.9987)
7364	1	(prob=0.0000,cumulative=0.9988)
7386	1	(prob=0.0000,cumulative=0.9988)
7390	1	(prob=0.0000,cumulative=0.9988)
7404	1	(prob=0.0000,cumulative=0.9988)
7429	1	(prob=0.0000,cumulative=0.9988)
7434	1	(prob=0.0000,cumulative=0.9988)
7450	1	(prob=0.0000,cumulative=0.9988)
7456	1	(prob=0.0000,cumulative=0.9988)
7458	1	(prob=0.0000,cumulative=0.9989)
7468	1	(prob=0.0000,cumulative=0.9989)
7536	1	(prob=0.0000,cumulative=0.9989)
7545	1	(prob=0.0000,cumulative=0.9989)
7611	1	(prob=0.0000,cumulative=0.9989)
7625	1	(prob=0.0000,cumulative=0.9989)
7690	1	(prob=0.0000,cumulative=0.9989)
7708	1	(prob=0.0000,cumulative=0.9989)
7752	1	(prob=0.0000,cumulative=0.9989)
7831	1	(prob=0.0000,cumulative=0.9990)
7840	1	(prob=0.0000,cumulative=0.9990)
7847	1	(prob=0.0000,cumulative=0.9990)
7851	1	(prob=0.0000,cumulative=0.9990)
7855	1	(prob=0.0000,cumulative=0.9990)
7863	1	(prob=0.0000,cumulative=0.9990)
7946	1	(prob=0.0000,cumulative=0.9990)
8117	1	(prob=0.0000,cumulative=0.9990)
8156	2	(prob=0.0000,cumulative=0.9991)
8268	1	(prob=0.0000,cumulative=0.9991)
8274	1	(prob=0.0000,cumulative=0.9991)
8291	1	(prob=0.0000,cumulative=0.9991)
8325	1	(prob=0.0000,cumulative=0.9991)
8351	1	(prob=0.0000,cumulative=0.9991)
8357	1	(prob=0.0000,cumulative=0.9991)
8399	1	(prob=0.0000,cumulative=0.9992)
8411	1	(prob=0.0000,cumulative=0.9992)
8447	1	(prob=0.0000,cumulative=0.9992)
8482	1	(prob=0.0000,cumulative=0.9992)
8560	1	(prob=0.0000,cumulative=0.9992)
8684	1	(prob=0.0000,cumulative=0.9992)
8885	1	(prob=0.0000,cumulative=0.9992)
8990	1	(prob=0.0000,cumulative=0.9992)
9090	1	(prob=0.0000,cumulative=0.9992)
9166	1	(prob=0.0000,cumulative=0.9993)
9201	1	(prob=0.0000,cumulative=0.9993)
9285	1	(prob=0.0000,cumulative=0.9993)
9287	1	(prob=0.0000,cumulative=0.9993)
9321	1	(prob=0.0000,cumulative=0.9993)
9343	1	(prob=0.0000,cumulative=0.9993)
9347	1	(prob=0.0000,cumulative=0.9993)
9430	1	(prob=0.0000,cumulative=0.9993)
9453	1	(prob=0.0000,cumulative=0.9994)
9461	1	(prob=0.0000,cumulative=0.9994)
9560	1	(prob=0.0000,cumulative=0.9994)
9579	1	(prob=0.0000,cumulative=0.9994)
9670	1	(prob=0.0000,cumulative=0.9994)
9690	1	(prob=0.0000,cumulative=0.9994)
9693	1	(prob=0.0000,cumulative=0.9994)
9776	1	(prob=0.0000,cumulative=0.9994)
9809	1	(prob=0.0000,cumulative=0.9995)
9853	1	(prob=0.0000,cumulative=0.9995)
9856	1	(prob=0.0000,cumulative=0.9995)
9941	1	(prob=0.0000,cumulative=0.9995)
10416	1	(prob=0.0000,cumulative=0.9995)
10490	1	(prob=0.0000,cumulative=0.9995)
10678	1	(prob=0.0000,cumulative=0.9995)
10754	1	(prob=0.0000,cumulative=0.9995)
10864	1	(prob=0.0000,cumulative=0.9995)
11033	1	(prob=0.0000,cumulative=0.9996)
11130	1	(prob=0.0000,cumulative=0.9996)
11221	1	(prob=0.0000,cumulative=0.9996)
11234	1	(prob=0.0000,cumulative=0.9996)
11240	1	(prob=0.0000,cumulative=0.9996)
11271	1	(prob=0.0000,cumulative=0.9996)
11279	1	(prob=0.0000,cumulative=0.9996)
11411	1	(prob=0.0000,cumulative=0.9996)
11443	1	(prob=0.0000,cumulative=0.9997)
11578	1	(prob=0.0000,cumulative=0.9997)
11583	1	(prob=0.0000,cumulative=0.9997)
11688	1	(prob=0.0000,cumulative=0.9997)
12047	1	(prob=0.0000,cumulative=0.9997)
12074	1	(prob=0.0000,cumulative=0.9997)
12502	1	(prob=0.0000,cumulative=0.9997)
12945	1	(prob=0.0000,cumulative=0.9997)
13462	1	(prob=0.0000,cumulative=0.9997)
14670	1	(prob=0.0000,cumulative=0.9998)
15339	1	(prob=0.0000,cumulative=0.9998)
15397	1	(prob=0.0000,cumulative=0.9998)
15407	1	(prob=0.0000,cumulative=0.9998)
15902	1	(prob=0.0000,cumulative=0.9998)
15937	1	(prob=0.0000,cumulative=0.9998)
16960	1	(prob=0.0000,cumulative=0.9998)
16971	1	(prob=0.0000,cumulative=0.9998)
17643	1	(prob=0.0000,cumulative=0.9999)
17813	1	(prob=0.0000,cumulative=0.9999)
19704	1	(prob=0.0000,cumulative=0.9999)
22572	1	(prob=0.0000,cumulative=0.9999)
22934	1	(prob=0.0000,cumulative=0.9999)
23742	1	(prob=0.0000,cumulative=0.9999)
24747	1	(prob=0.0000,cumulative=0.9999)
26958	1	(prob=0.0000,cumulative=0.9999)
33600	1	(prob=0.0000,cumulative=1.0000)
36856	1	(prob=0.0000,cumulative=1.0000)
37317	1	(prob=0.0000,cumulative=1.0000)
42067	1	(prob=0.0000,cumulative=1.0000)
52008	1	(prob=0.0000,cumulative=1.0000)
